,NAME,上開,不,之,也,了,云云,以,伊,似,但,係指,全,其,即,卻,又,只,可,在,地,如,就,得,惟查,把,按,於,旋,是,有,此,殆,為,無,然,爰,的,等語,系爭,縱,而,致,與,茲,著,被,足資,這,還,那
99,翁岳生,,35.0,350,,,,56.0,,,3.0,1.0,3.0,46,12.0,,7.0,,7.0,17.0,7.0,19.0,5.0,26.0,,,7.0,57,,12.0,70,32,,70,14.0,5.0,2.0,24.0,,9.0,,33,1.0,43.0,,,2.0,,,,
100,翁岳生,,31.0,338,,,,38.0,,,1.0,1.0,4.0,43,7.0,2.0,3.0,,9.0,14.0,1.0,21.0,6.0,27.0,,,5.0,65,,12.0,67,28,,54,18.0,8.0,2.0,18.0,,1.0,,31,1.0,34.0,,2.0,1.0,,,,
101,翁岳生,2.0,54.0,384,,,,36.0,,,2.0,2.0,2.0,41,8.0,1.0,6.0,,,18.0,2.0,18.0,5.0,21.0,,,9.0,57,,14.0,74,30,,55,14.0,8.0,1.0,18.0,,1.0,,31,3.0,35.0,,2.0,,,,,
102,翁岳生,3.0,42.0,392,,,,37.0,,1.0,1.0,1.0,2.0,49,18.0,1.0,5.0,,7.0,16.0,4.0,15.0,3.0,20.0,,,4.0,55,,30.0,61,27,,72,19.0,3.0,,14.0,,3.0,,45,3.0,39.0,,2.0,2.0,,,,
103,翁岳生,4.0,52.0,368,,,,45.0,,1.0,1.0,1.0,6.0,44,13.0,2.0,2.0,,5.0,11.0,2.0,26.0,9.0,29.0,,,6.0,82,,14.0,74,41,,59,16.0,12.0,1.0,12.0,,6.0,,31,,36.0,,1.0,,,,,
104,翁岳生,4.0,50.0,350,,,,52.0,,1.0,,,2.0,49,13.0,1.0,3.0,,14.0,21.0,4.0,13.0,8.0,31.0,,,10.0,68,,14.0,68,24,,82,13.0,10.0,1.0,14.0,,2.0,,24,1.0,34.0,,1.0,2.0,,,,
105,翁岳生,3.0,43.0,368,,,,34.0,,,2.0,1.0,2.0,44,9.0,2.0,4.0,,9.0,17.0,4.0,19.0,9.0,24.0,,,4.0,57,,12.0,66,38,,62,22.0,5.0,2.0,15.0,,5.0,,40,3.0,37.0,,1.0,,,,,
106,翁岳生,,50.0,324,,,,51.0,,1.0,2.0,2.0,4.0,46,8.0,2.0,6.0,,6.0,18.0,3.0,18.0,10.0,23.0,,,12.0,54,,24.0,62,34,,60,22.0,8.0,2.0,19.0,,3.0,,26,2.0,37.0,,3.0,2.0,,,,
107,翁岳生,4.0,41.0,372,,,,41.0,,,3.0,,4.0,48,9.0,2.0,5.0,,11.0,15.0,1.0,18.0,3.0,25.0,,,8.0,49,,28.0,64,35,,59,20.0,6.0,1.0,19.0,,3.0,,46,,32.0,,1.0,2.0,,,,
108,翁岳生,,48.0,350,,,,35.0,,,1.0,,2.0,54,12.0,1.0,6.0,,8.0,24.0,1.0,15.0,8.0,28.0,,,9.0,69,,26.0,66,23,,62,24.0,7.0,3.0,21.0,,5.0,,24,2.0,37.0,,1.0,1.0,,,,
109,翁岳生,3.0,55.0,350,,,,36.0,,2.0,3.0,,3.0,42,9.0,3.0,,,1.0,18.0,,13.0,4.0,21.0,,,3.0,67,,16.0,59,35,,61,22.0,9.0,1.0,18.0,,1.0,,31,4.0,40.0,,1.0,1.0,,,,
110,翁岳生,5.0,37.0,360,,,,49.0,,1.0,2.0,1.0,4.0,51,12.0,3.0,8.0,,8.0,25.0,1.0,13.0,7.0,20.0,,,4.0,71,,30.0,75,38,,63,26.0,9.0,,17.0,,4.0,,35,5.0,49.0,,1.0,2.0,,,,
111,翁岳生,2.0,43.0,390,,,,47.0,,1.0,7.0,1.0,4.0,46,16.0,4.0,8.0,,7.0,12.0,3.0,10.0,10.0,28.0,,,5.0,59,,24.0,66,30,,54,19.0,7.0,1.0,18.0,,2.0,,26,2.0,47.0,,2.0,,,,,
112,翁岳生,2.0,44.0,386,,,,36.0,,1.0,1.0,1.0,2.0,43,7.0,2.0,2.0,,7.0,26.0,5.0,13.0,4.0,28.0,,,7.0,71,,24.0,65,37,,56,27.0,5.0,,15.0,,4.0,,29,5.0,38.0,,2.0,,,,,
113,翁岳生,,47.0,350,,,,44.0,,1.0,,1.0,5.0,55,16.0,1.0,2.0,,7.0,23.0,3.0,7.0,7.0,22.0,,,6.0,66,,36.0,66,32,,65,24.0,3.0,3.0,11.0,,3.0,,44,4.0,37.0,,1.0,1.0,,,,
114,翁岳生,2.0,53.0,414,,,,28.0,,1.0,5.0,1.0,4.0,64,10.0,6.0,1.0,,7.0,22.0,3.0,17.0,5.0,27.0,,,9.0,62,,18.0,78,31,,70,13.0,11.0,1.0,26.0,,5.0,,21,2.0,36.0,,2.0,,,,,
115,翁岳生,,40.0,350,,,,61.0,,4.0,1.0,1.0,3.0,45,9.0,3.0,7.0,,6.0,18.0,1.0,12.0,7.0,29.0,,,8.0,62,,26.0,53,31,,60,23.0,4.0,,14.0,,,,41,4.0,33.0,,1.0,2.0,,,,
116,翁岳生,,43.0,374,,,,48.0,,2.0,1.0,1.0,2.0,49,14.0,1.0,3.0,,7.0,22.0,3.0,13.0,4.0,22.0,,,10.0,60,,28.0,60,26,,52,18.0,3.0,2.0,18.0,,7.0,,29,6.0,31.0,,3.0,1.0,,,,
117,翁岳生,4.0,56.0,372,,,,39.0,,,5.0,1.0,4.0,51,3.0,1.0,3.0,,5.0,15.0,2.0,15.0,6.0,25.0,,,5.0,59,,20.0,86,25,,48,23.0,7.0,1.0,20.0,,2.0,,29,2.0,43.0,,3.0,1.0,,,,
118,翁岳生,1.0,39.0,340,,,,39.0,,1.0,3.0,1.0,1.0,55,9.0,2.0,1.0,,6.0,19.0,3.0,18.0,7.0,21.0,,,10.0,49,,26.0,56,37,,57,23.0,3.0,1.0,20.0,,6.0,,30,2.0,48.0,,4.0,,,,,
119,翁岳生,5.0,48.0,386,,,,33.0,,,3.0,,2.0,65,6.0,2.0,9.0,,5.0,20.0,2.0,15.0,8.0,21.0,,,8.0,65,,12.0,64,37,,54,20.0,4.0,2.0,15.0,,7.0,,34,4.0,39.0,,2.0,,,,,
120,翁岳生,1.0,51.0,352,,,,43.0,,5.0,2.0,,5.0,46,7.0,2.0,3.0,,4.0,16.0,3.0,9.0,3.0,21.0,,,10.0,55,,26.0,63,33,,51,19.0,5.0,,15.0,,6.0,,30,4.0,44.0,,1.0,1.0,,,,
121,翁岳生,3.0,45.0,374,,,,36.0,,2.0,,1.0,3.0,54,16.0,2.0,2.0,,9.0,15.0,,12.0,8.0,26.0,,,8.0,58,,24.0,77,29,,78,12.0,5.0,5.0,18.0,,3.0,,41,2.0,33.0,,1.0,,,,,
122,翁岳生,2.0,49.0,358,,,,28.0,,2.0,1.0,1.0,2.0,46,10.0,2.0,4.0,,8.0,19.0,3.0,15.0,12.0,21.0,,,8.0,69,,22.0,64,31,,53,13.0,6.0,1.0,17.0,,3.0,,36,3.0,45.0,,2.0,1.0,,,,
123,翁岳生,1.0,42.0,370,,,,36.0,,3.0,2.0,2.0,1.0,53,13.0,3.0,,,4.0,19.0,5.0,17.0,4.0,24.0,,,6.0,58,,28.0,68,38,,62,13.0,4.0,2.0,28.0,,5.0,,30,3.0,42.0,,1.0,,,,,
124,翁岳生,,45.0,394,,,,37.0,,1.0,1.0,1.0,5.0,44,10.0,1.0,6.0,,5.0,17.0,1.0,12.0,6.0,27.0,,,3.0,53,,26.0,64,40,,57,13.0,9.0,2.0,21.0,,2.0,,38,1.0,53.0,,2.0,2.0,,,,
125,翁岳生,2.0,53.0,392,,,,39.0,,,1.0,1.0,1.0,55,11.0,2.0,4.0,,8.0,11.0,3.0,17.0,2.0,33.0,,,7.0,49,,18.0,66,34,,56,17.0,8.0,2.0,17.0,,1.0,,31,5.0,28.0,,5.0,1.0,,,,
126,翁岳生,3.0,35.0,318,,,,42.0,,2.0,1.0,2.0,1.0,53,6.0,1.0,4.0,,2.0,16.0,3.0,24.0,1.0,27.0,,,5.0,67,,34.0,68,30,,65,14.0,5.0,,16.0,,3.0,,22,3.0,51.0,,,2.0,,,,
127,翁岳生,1.0,35.0,376,,,,36.0,,3.0,2.0,3.0,5.0,44,12.0,2.0,4.0,,5.0,18.0,4.0,12.0,4.0,22.0,,,10.0,74,,16.0,63,33,,54,16.0,6.0,1.0,26.0,,6.0,,37,5.0,36.0,,1.0,1.0,,,,
128,翁岳生,2.0,46.0,366,,,,45.0,,,2.0,,2.0,54,13.0,1.0,1.0,,7.0,13.0,6.0,6.0,8.0,27.0,,,4.0,60,,26.0,65,31,,54,15.0,4.0,,21.0,,3.0,,39,,37.0,,1.0,,,,,
129,翁岳生,1.0,43.0,322,,,,45.0,,2.0,5.0,2.0,6.0,36,6.0,3.0,2.0,,7.0,14.0,2.0,18.0,8.0,18.0,,,8.0,70,,28.0,57,26,,62,11.0,6.0,,18.0,,8.0,,25,1.0,44.0,,1.0,1.0,,,,
130,翁岳生,4.0,60.0,400,,,,41.0,,1.0,3.0,,2.0,57,9.0,2.0,3.0,,7.0,14.0,3.0,17.0,4.0,32.0,,,8.0,56,,26.0,72,26,,60,14.0,8.0,1.0,12.0,,6.0,,29,4.0,46.0,,2.0,3.0,,,,
131,翁岳生,1.0,53.0,362,,,,38.0,,,4.0,1.0,2.0,40,3.0,3.0,5.0,,7.0,24.0,4.0,18.0,3.0,27.0,,,11.0,58,,24.0,56,29,,69,16.0,,3.0,17.0,,,,40,2.0,27.0,,4.0,,,,,
132,翁岳生,4.0,42.0,386,,,,42.0,,1.0,1.0,1.0,4.0,38,9.0,3.0,3.0,,,13.0,3.0,20.0,8.0,11.0,,,4.0,65,,26.0,59,31,,43,20.0,3.0,,30.0,,6.0,,33,1.0,40.0,,2.0,1.0,,,,
133,翁岳生,2.0,45.0,344,,,,44.0,,1.0,1.0,,4.0,51,13.0,,5.0,,5.0,18.0,2.0,16.0,5.0,29.0,,,8.0,67,,24.0,77,27,,63,21.0,6.0,1.0,17.0,,2.0,,24,4.0,41.0,,4.0,3.0,,,,
134,翁岳生,,51.0,364,,,,39.0,,2.0,,4.0,6.0,52,12.0,5.0,3.0,,5.0,13.0,2.0,17.0,5.0,31.0,,,7.0,64,,26.0,77,31,,64,19.0,5.0,1.0,21.0,,3.0,,42,2.0,38.0,,5.0,,,,,
135,翁岳生,2.0,49.0,384,,,,48.0,,,1.0,1.0,4.0,49,12.0,2.0,2.0,,8.0,17.0,1.0,11.0,5.0,25.0,,,5.0,60,,22.0,60,24,,61,25.0,3.0,,22.0,,4.0,,37,5.0,41.0,,2.0,,,,,
136,翁岳生,2.0,39.0,362,,,,48.0,,2.0,3.0,,5.0,48,12.0,2.0,5.0,,7.0,16.0,3.0,10.0,5.0,29.0,,,4.0,71,,16.0,69,32,,62,16.0,7.0,,15.0,,2.0,,25,2.0,42.0,,,2.0,,,,
137,翁岳生,,51.0,374,,,,25.0,,2.0,1.0,3.0,4.0,51,6.0,6.0,3.0,,5.0,25.0,4.0,18.0,8.0,21.0,,,4.0,61,,12.0,70,26,,58,21.0,3.0,1.0,17.0,,3.0,,32,2.0,48.0,,1.0,1.0,,,,
138,翁岳生,2.0,51.0,386,,,,37.0,,2.0,2.0,2.0,1.0,43,6.0,1.0,4.0,,4.0,26.0,4.0,11.0,4.0,28.0,,,4.0,63,,16.0,58,27,,58,18.0,8.0,,22.0,,5.0,,32,3.0,26.0,,1.0,,,,,
139,翁岳生,1.0,50.0,350,,,,43.0,,1.0,2.0,,3.0,50,9.0,1.0,1.0,,9.0,15.0,2.0,13.0,6.0,28.0,,,8.0,48,,36.0,70,32,,63,14.0,7.0,,17.0,,3.0,,38,4.0,29.0,,2.0,1.0,,,,
140,翁岳生,3.0,44.0,386,,,,34.0,,1.0,3.0,1.0,7.0,46,9.0,,5.0,,4.0,23.0,,14.0,6.0,26.0,,,8.0,59,,26.0,78,28,,64,20.0,5.0,1.0,24.0,,6.0,,38,2.0,32.0,,2.0,,,,,
141,翁岳生,1.0,46.0,384,,,,43.0,,,2.0,1.0,,41,8.0,2.0,2.0,,10.0,22.0,4.0,15.0,9.0,26.0,,,5.0,75,,28.0,69,35,,60,15.0,11.0,1.0,22.0,,7.0,,27,,49.0,,2.0,1.0,,,,
142,翁岳生,1.0,43.0,338,,,,45.0,,,4.0,,2.0,51,9.0,,6.0,,8.0,19.0,,18.0,7.0,26.0,,,12.0,66,,24.0,56,28,,69,25.0,3.0,4.0,21.0,,5.0,,31,3.0,45.0,,,1.0,,,,
143,翁岳生,1.0,35.0,372,,,,39.0,,,3.0,2.0,5.0,50,11.0,,3.0,,4.0,22.0,6.0,15.0,10.0,23.0,,,2.0,51,,40.0,73,20,,65,20.0,7.0,2.0,17.0,,2.0,,44,4.0,28.0,,1.0,,,,,
144,翁岳生,2.0,62.0,372,,,,38.0,,,2.0,1.0,3.0,47,11.0,1.0,2.0,,6.0,14.0,3.0,12.0,6.0,22.0,,,10.0,54,,18.0,70,29,,65,20.0,5.0,1.0,17.0,,2.0,,34,6.0,41.0,,2.0,2.0,,,,
145,翁岳生,,43.0,434,,,,49.0,,1.0,,2.0,,40,11.0,1.0,2.0,,4.0,19.0,3.0,17.0,7.0,22.0,,,10.0,62,,26.0,63,28,,57,15.0,9.0,3.0,15.0,,3.0,,30,5.0,34.0,,1.0,1.0,,,,
146,翁岳生,5.0,54.0,358,,,,36.0,,1.0,1.0,1.0,2.0,62,7.0,,2.0,,6.0,15.0,2.0,15.0,6.0,26.0,,,6.0,76,,38.0,66,31,,66,20.0,12.0,,20.0,,2.0,,37,6.0,45.0,,1.0,4.0,,,,
147,翁岳生,4.0,41.0,340,,,,34.0,,3.0,2.0,2.0,4.0,51,12.0,2.0,5.0,,8.0,22.0,4.0,7.0,11.0,31.0,,,6.0,59,,30.0,67,31,,63,13.0,5.0,1.0,10.0,,7.0,,33,5.0,42.0,,1.0,3.0,,,,
148,翁岳生,,51.0,394,,,,48.0,,1.0,2.0,,6.0,53,11.0,2.0,2.0,,4.0,14.0,2.0,17.0,7.0,20.0,,,2.0,60,,16.0,66,26,,66,21.0,3.0,1.0,15.0,,4.0,,26,1.0,43.0,,1.0,1.0,,,,
149,翁岳生,2.0,52.0,318,,,,42.0,,1.0,4.0,,7.0,52,8.0,3.0,5.0,,7.0,14.0,6.0,11.0,8.0,17.0,,,4.0,85,,28.0,73,37,,69,14.0,4.0,1.0,19.0,,6.0,,31,3.0,33.0,,1.0,1.0,,,,
150,翁岳生,2.0,31.0,350,,,,39.0,,,,,4.0,42,4.0,4.0,6.0,,2.0,10.0,2.0,16.0,7.0,21.0,,,5.0,68,,30.0,84,30,,68,22.0,11.0,,19.0,,3.0,,45,5.0,45.0,,1.0,1.0,,,,
151,翁岳生,,52.0,382,,,,44.0,,,1.0,2.0,1.0,42,7.0,2.0,5.0,,6.0,18.0,4.0,12.0,5.0,29.0,,,8.0,51,,30.0,81,23,,67,26.0,4.0,1.0,14.0,,7.0,,49,2.0,33.0,,1.0,,,,,
152,翁岳生,,44.0,336,,,,45.0,,1.0,2.0,1.0,4.0,44,8.0,2.0,3.0,,9.0,18.0,4.0,17.0,6.0,34.0,,,5.0,74,,34.0,72,33,,61,19.0,8.0,1.0,22.0,,4.0,,34,2.0,34.0,,1.0,,,,,
153,翁岳生,1.0,42.0,340,,,,44.0,,1.0,1.0,,2.0,49,9.0,1.0,4.0,,10.0,14.0,5.0,17.0,7.0,23.0,,,9.0,67,,18.0,72,33,,58,29.0,6.0,,20.0,,2.0,,40,1.0,36.0,,2.0,1.0,,,,
154,翁岳生,,43.0,372,,,,30.0,,1.0,2.0,,,40,9.0,3.0,3.0,,3.0,17.0,3.0,19.0,5.0,27.0,,,6.0,52,,24.0,68,33,,56,25.0,7.0,2.0,25.0,,3.0,,29,1.0,35.0,,3.0,1.0,,,,
155,翁岳生,2.0,37.0,360,,,,40.0,,,1.0,,6.0,32,7.0,2.0,1.0,,4.0,20.0,5.0,21.0,7.0,26.0,,,8.0,76,,16.0,63,32,,50,22.0,3.0,1.0,19.0,,6.0,,31,2.0,49.0,,2.0,,,,,
156,翁岳生,4.0,54.0,384,,,,36.0,,3.0,2.0,,1.0,45,9.0,2.0,6.0,,12.0,22.0,2.0,11.0,5.0,27.0,,,9.0,63,,30.0,62,33,,65,20.0,10.0,,21.0,,5.0,,29,4.0,37.0,,2.0,,,,,
157,翁岳生,5.0,46.0,362,,,,52.0,,,1.0,,4.0,50,8.0,,3.0,,2.0,13.0,2.0,14.0,7.0,25.0,,,6.0,73,,18.0,71,22,,68,26.0,9.0,,17.0,,4.0,,29,2.0,29.0,,3.0,3.0,,,,
158,翁岳生,3.0,57.0,350,,,,34.0,,,2.0,2.0,4.0,47,13.0,3.0,5.0,,8.0,25.0,5.0,12.0,5.0,24.0,,,6.0,60,,12.0,80,33,,66,19.0,8.0,1.0,19.0,,2.0,,30,3.0,42.0,,2.0,3.0,,,,
159,翁岳生,1.0,29.0,424,,,,37.0,,3.0,2.0,2.0,5.0,52,4.0,1.0,4.0,,4.0,11.0,2.0,23.0,7.0,20.0,,,9.0,60,,20.0,54,31,,50,20.0,6.0,1.0,19.0,,4.0,,34,2.0,35.0,,,,,,,
160,翁岳生,1.0,52.0,332,,,,38.0,,2.0,1.0,1.0,2.0,53,14.0,1.0,2.0,,10.0,21.0,2.0,14.0,5.0,37.0,,,4.0,67,,22.0,70,23,,73,21.0,5.0,2.0,16.0,,9.0,,33,2.0,40.0,,2.0,2.0,,,,
161,翁岳生,1.0,49.0,364,,,,46.0,,,3.0,1.0,3.0,60,8.0,3.0,1.0,,3.0,13.0,2.0,15.0,6.0,21.0,,,9.0,53,,24.0,69,31,,58,22.0,9.0,1.0,10.0,,2.0,,37,5.0,41.0,,1.0,1.0,,,,
162,翁岳生,2.0,40.0,372,,,,45.0,,2.0,4.0,,2.0,39,10.0,3.0,4.0,,9.0,20.0,,23.0,4.0,16.0,,,5.0,62,,26.0,65,36,,52,10.0,5.0,2.0,23.0,,6.0,,46,6.0,35.0,,4.0,3.0,,,,
163,翁岳生,4.0,47.0,358,,,,44.0,,1.0,2.0,,3.0,33,8.0,3.0,4.0,,5.0,18.0,3.0,15.0,5.0,30.0,,,11.0,72,,18.0,61,19,,62,19.0,9.0,2.0,14.0,,4.0,,39,5.0,30.0,,2.0,,,,,
164,翁岳生,1.0,42.0,366,,,,51.0,,1.0,2.0,,4.0,38,8.0,3.0,5.0,,7.0,15.0,5.0,13.0,3.0,20.0,,,3.0,60,,24.0,54,21,,67,17.0,9.0,,24.0,,6.0,,32,5.0,45.0,,3.0,2.0,,,,
165,翁岳生,3.0,60.0,294,,,,33.0,,3.0,1.0,,6.0,48,9.0,2.0,1.0,,6.0,11.0,4.0,7.0,7.0,35.0,,,10.0,65,,22.0,60,42,,53,20.0,7.0,,18.0,,6.0,,34,1.0,38.0,,,,,,,
166,翁岳生,1.0,44.0,360,,,,44.0,,,2.0,,2.0,52,8.0,2.0,8.0,,2.0,18.0,5.0,10.0,5.0,25.0,,,4.0,74,,18.0,78,37,,50,15.0,4.0,,20.0,,4.0,,39,2.0,53.0,,,1.0,,,,
167,翁岳生,1.0,47.0,316,,,,32.0,,2.0,2.0,,2.0,56,7.0,,,,6.0,14.0,2.0,18.0,6.0,29.0,,,4.0,80,,30.0,64,34,,69,13.0,10.0,1.0,20.0,,3.0,,40,3.0,46.0,,,2.0,,,,
168,翁岳生,1.0,49.0,374,,,,34.0,,3.0,2.0,2.0,3.0,48,9.0,2.0,9.0,,6.0,17.0,3.0,19.0,6.0,25.0,,,5.0,63,,20.0,70,30,,54,24.0,7.0,1.0,20.0,,11.0,,34,3.0,37.0,,2.0,,,,,
169,翁岳生,3.0,46.0,414,,,,45.0,,,2.0,2.0,4.0,44,11.0,3.0,7.0,,7.0,12.0,2.0,11.0,5.0,24.0,,,8.0,49,,16.0,64,32,,77,19.0,8.0,1.0,19.0,,2.0,,38,2.0,37.0,,3.0,1.0,,,,
170,翁岳生,1.0,53.0,372,,,,35.0,,1.0,1.0,2.0,3.0,56,12.0,1.0,5.0,,8.0,22.0,5.0,7.0,8.0,18.0,,,7.0,52,,18.0,82,39,,52,18.0,6.0,1.0,23.0,,5.0,,33,2.0,30.0,,2.0,1.0,,,,
171,翁岳生,,57.0,348,,,,53.0,,1.0,1.0,2.0,,50,11.0,3.0,5.0,,7.0,18.0,6.0,19.0,7.0,23.0,,,6.0,62,,26.0,75,39,,55,12.0,6.0,,21.0,,3.0,,33,7.0,32.0,,2.0,,,,,
172,翁岳生,3.0,40.0,370,,,,35.0,,2.0,4.0,,2.0,35,8.0,,3.0,,8.0,19.0,1.0,14.0,3.0,14.0,,,12.0,68,,26.0,55,38,,52,20.0,4.0,2.0,17.0,,3.0,,22,1.0,44.0,,1.0,2.0,,,,
173,翁岳生,4.0,58.0,388,,,,32.0,,1.0,2.0,,4.0,54,14.0,2.0,3.0,,8.0,16.0,2.0,10.0,2.0,27.0,,,8.0,76,,36.0,66,17,,60,20.0,3.0,,20.0,,4.0,,31,2.0,48.0,,2.0,,,,,
174,翁岳生,1.0,60.0,370,,,,46.0,,1.0,5.0,2.0,2.0,48,7.0,1.0,10.0,,5.0,15.0,,12.0,7.0,22.0,,,5.0,63,,24.0,69,31,,66,20.0,10.0,,24.0,,4.0,,39,3.0,34.0,,1.0,,,,,
175,翁岳生,1.0,42.0,326,,,,42.0,,4.0,1.0,1.0,2.0,40,15.0,2.0,2.0,,8.0,19.0,2.0,15.0,3.0,31.0,,,7.0,41,,30.0,67,30,,65,18.0,7.0,,20.0,,2.0,,34,1.0,33.0,,2.0,2.0,,,,
176,翁岳生,7.0,46.0,346,,,,47.0,,,1.0,2.0,3.0,58,11.0,2.0,2.0,,8.0,24.0,1.0,15.0,7.0,30.0,,,9.0,70,,20.0,64,36,,53,15.0,6.0,2.0,12.0,,1.0,,34,3.0,36.0,,2.0,,,,,
177,翁岳生,2.0,61.0,350,,,,41.0,,,,1.0,3.0,47,6.0,1.0,8.0,,4.0,14.0,4.0,20.0,10.0,23.0,,,6.0,61,,34.0,75,26,,71,22.0,5.0,1.0,13.0,,6.0,,28,4.0,37.0,,3.0,,,,,
178,翁岳生,1.0,50.0,332,,,,43.0,,1.0,4.0,1.0,1.0,52,15.0,,3.0,,5.0,10.0,6.0,19.0,5.0,20.0,,,7.0,61,,30.0,71,32,,64,20.0,9.0,1.0,20.0,,2.0,,32,2.0,35.0,,2.0,1.0,,,,
179,翁岳生,2.0,48.0,310,,,,36.0,,1.0,3.0,4.0,5.0,55,6.0,1.0,3.0,,7.0,17.0,4.0,17.0,5.0,29.0,,,6.0,61,,34.0,63,27,,60,17.0,2.0,,19.0,,4.0,,46,3.0,46.0,,3.0,,,,,
180,翁岳生,,43.0,346,,,,42.0,,4.0,7.0,1.0,3.0,39,11.0,1.0,6.0,,6.0,18.0,4.0,20.0,8.0,28.0,,,5.0,60,,30.0,57,43,,46,15.0,5.0,1.0,22.0,,3.0,,38,5.0,45.0,,5.0,1.0,,,,
181,翁岳生,3.0,57.0,394,,,,31.0,,,,3.0,5.0,51,11.0,,1.0,,1.0,17.0,4.0,14.0,12.0,19.0,,,7.0,50,,12.0,86,21,,60,14.0,6.0,,23.0,,3.0,,46,1.0,37.0,,,1.0,,,,
182,翁岳生,5.0,48.0,378,,,,37.0,,3.0,4.0,,3.0,58,13.0,1.0,2.0,,4.0,13.0,3.0,16.0,4.0,24.0,,,8.0,75,,22.0,63,33,,48,5.0,3.0,1.0,20.0,,6.0,,46,4.0,35.0,,4.0,1.0,,,,
183,翁岳生,2.0,45.0,384,,,,42.0,,1.0,2.0,1.0,7.0,43,8.0,3.0,4.0,,5.0,17.0,5.0,12.0,2.0,23.0,,,14.0,49,,12.0,52,31,,54,24.0,6.0,1.0,20.0,,5.0,,31,2.0,34.0,,1.0,,,,,
184,翁岳生,5.0,52.0,304,,,,44.0,,2.0,1.0,1.0,2.0,52,15.0,3.0,5.0,,3.0,19.0,3.0,13.0,2.0,23.0,,,4.0,78,,16.0,60,29,,68,25.0,4.0,,25.0,,3.0,,37,5.0,45.0,,3.0,,,,,
185,翁岳生,3.0,50.0,374,,,,36.0,,1.0,2.0,,1.0,51,13.0,3.0,4.0,,3.0,23.0,6.0,14.0,7.0,17.0,,,7.0,65,,34.0,60,26,,54,15.0,6.0,,24.0,,3.0,,30,3.0,51.0,,1.0,1.0,,,,
186,翁岳生,3.0,44.0,360,,,,42.0,,1.0,5.0,,4.0,65,14.0,2.0,5.0,,9.0,19.0,5.0,24.0,7.0,27.0,,,5.0,70,,28.0,65,30,,57,15.0,4.0,1.0,19.0,,7.0,,33,4.0,39.0,,,1.0,,,,
187,翁岳生,3.0,49.0,356,,,,36.0,,2.0,4.0,,1.0,40,7.0,1.0,4.0,,9.0,17.0,3.0,13.0,2.0,19.0,,,5.0,47,,38.0,59,27,,61,15.0,3.0,2.0,16.0,,2.0,,39,3.0,31.0,,,,,,,
188,翁岳生,2.0,47.0,398,,,,45.0,,1.0,1.0,2.0,2.0,40,12.0,2.0,4.0,,4.0,13.0,3.0,18.0,1.0,29.0,,,10.0,79,,38.0,78,42,,50,20.0,3.0,1.0,8.0,,3.0,,42,3.0,34.0,,3.0,1.0,,,,
189,翁岳生,2.0,39.0,368,,,,47.0,,,,2.0,3.0,57,6.0,4.0,8.0,,9.0,19.0,4.0,17.0,5.0,23.0,,,6.0,52,,24.0,70,36,,85,25.0,11.0,2.0,21.0,,8.0,,24,2.0,29.0,,4.0,1.0,,,,
190,翁岳生,3.0,44.0,328,,,,53.0,,,1.0,2.0,7.0,46,10.0,3.0,1.0,,9.0,12.0,2.0,13.0,7.0,24.0,,,7.0,72,,20.0,76,27,,69,19.0,4.0,1.0,33.0,,1.0,,28,2.0,36.0,,1.0,3.0,,,,
191,翁岳生,2.0,53.0,408,,,,30.0,,1.0,2.0,1.0,5.0,42,4.0,2.0,4.0,,4.0,17.0,5.0,15.0,7.0,19.0,,,10.0,60,,14.0,64,29,,72,16.0,5.0,2.0,15.0,,3.0,,40,8.0,37.0,,5.0,1.0,,,,
192,翁岳生,,47.0,372,,,,41.0,,1.0,3.0,,6.0,57,12.0,2.0,6.0,,9.0,13.0,2.0,19.0,6.0,23.0,,,8.0,62,,38.0,56,40,,64,15.0,7.0,,18.0,,3.0,,47,3.0,35.0,,1.0,,,,,
193,翁岳生,,46.0,362,,,,37.0,,1.0,2.0,,2.0,46,9.0,2.0,4.0,,5.0,17.0,3.0,15.0,6.0,28.0,,,4.0,58,,32.0,86,25,,71,14.0,2.0,,16.0,,7.0,,35,4.0,46.0,,2.0,3.0,,,,
194,翁岳生,2.0,35.0,396,,,,56.0,,2.0,3.0,2.0,2.0,54,10.0,,5.0,,5.0,9.0,2.0,13.0,10.0,17.0,,,8.0,60,,36.0,72,34,,66,21.0,5.0,1.0,20.0,,2.0,,30,,48.0,,,1.0,,,,
195,翁岳生,1.0,46.0,388,,,,53.0,,1.0,4.0,1.0,11.0,52,8.0,2.0,4.0,,8.0,21.0,6.0,17.0,6.0,28.0,,,14.0,66,,22.0,70,21,,51,16.0,2.0,3.0,14.0,,1.0,,35,1.0,40.0,,3.0,,,,,
196,翁岳生,2.0,46.0,360,,,,41.0,,1.0,5.0,2.0,5.0,46,12.0,1.0,4.0,,5.0,15.0,1.0,20.0,5.0,23.0,,,11.0,72,,26.0,64,25,,59,20.0,8.0,1.0,16.0,,4.0,,33,5.0,48.0,,,1.0,,,,
197,翁岳生,3.0,53.0,386,,,,37.0,,,1.0,1.0,4.0,40,8.0,,2.0,,9.0,13.0,2.0,17.0,6.0,21.0,,,8.0,70,,30.0,77,27,,54,19.0,5.0,1.0,17.0,,3.0,,37,2.0,43.0,,1.0,2.0,,,,
